x,y,z,label,caption
-0.17757159858912366,0.6566951855515017,0.732952768360951,hereditary,"The patient's cheeks and neck show small, monomorphic papules merging into large, red-purple vascular patches consistent with a diagnosis of keratosis pilaris rubra."
0.017859335959847587,-0.8706764863323497,-0.49153178968102035,hereditary,Plantar keratoderma
0.27368116766164285,-0.9595852337350196,-0.06553470580591242,hair diseases,Clinical presentation. Generalized hypotrichosis.
-0.4709961551417737,-0.8314859741538622,0.2946076995379943,exogenous,Multiple atrophic porcelain-white macules with peripheral telangiectasia on a reticulated erythematous to brownish background.
-0.3266597380762428,-0.7001087982442207,0.6349339226573057,nail diseases,"Finger nails showing dystrophy, striations, and anonychia"
-0.3676475769049494,-0.584726654156882,0.7231389901771426,hereditary,Neurofibromatosis and café-au-lait spots were found on the front and back of the whole body and limbs.
0.44486687366813005,0.7258746786863483,-0.524594524899693,nail diseases,"The patient is a 6-year-old female experiencing issues with her nails, initially on both thumbs and subsequently spreading to one index finger. The symptoms specifically relate to the nails but no detailed description of the nail changes is provided. There is no indication of any other associated symptoms or the duration of the condition. There is a query from other users about whether the child had previously suffered from Hand, Foot, and Mouth Disease, suggesting a possible link or differential diagnosis but no further information or confirmation is provided regarding this. No other potential diseases or treatments are discussed."
-0.09452441116767994,-0.9801716661377533,0.17415120038100332,inflammatory,The characteristic plantar lesions of scabies in infancy.
0.05482240647849852,-0.9960811187564295,0.06940395237193775,inflammatory,Different skin manifestations of systemic vasculitis: Ulcer.
0.20397141114183845,-0.7868176898887882,0.5825062972319507,exogenous,Skin lesion of the patient on lower extremities. Generalized palpable purpuric rash on lower extremities.
-0.5763488263003701,-0.7334360503468487,0.3604075338749186,inflammatory,Facial erythema (atopic red face) with Hertogh’s sign (loss of lateral eyebrows) and Dennie-Morgan infraorbital folds.
0.3564190655540156,0.3132351021197491,-0.8802552019213705,inflammatory,"The poster initially observed a skin lesion in early February, which did not improve with externally applied infection treatment. Lab tests for TP-ab and HSV-ab were negative. On May 7th, a pathology diagnosis from a top-tier hospital in Beijing suggested significant thickening and homogenization of the epidermal basal membrane, with some dermal melanophages. The pathological consideration was lichen sclerosus. The poster mentioned stitching at the time of the biopsy but had not used Eineda. From June 9th, the poster used Eineda cream/Pimecrolimus cream twice daily. As of June 23, they reported slight improvement but no significant effect, and the lesion still occasionally hurt or itched, especially after physical activity. The stitched area also hardened. The poster queried the severity of their condition, duration of treatment needed with Eineda, and expressed significant psychological stress. Other users suggested considering the role of potential foreskin issues, asking whether the poster's foreskin was usually covering the affected area and hinting that foreskin reduction surgery might be needed to facilitate recovery. Another mention was made about the efficacy of herbal medicines over Western medication and inquiring if long-term medication was necessary."
0.09975253617488726,-0.9906569639811768,0.09299575927038467,hereditary,Harlequin ichthyosis at birth.
