x,y,z,label,caption
0.054886317146531804,-0.13482786401697308,0.9893477342546002,amyloidosis,"Hyperpigmented, keratotic papules on shin in lichen amyloidosis."
-0.40183496758282133,0.31035202777972737,0.8615162666373307,amyloidosis,Waxy smooth papules of myeloma-associated primary systemic amyloidosus
0.4451449709415527,0.36002113745960473,0.819896783398823,amyloidosis,"A 50-year-old male with over 10 years of itching and discomfort in the right lower limb skin. Discussion suggests a diagnosis of skin amyloidosis. Both traditional Chinese medicine and Western medicine reportedly find it challenging to manage this condition, but emphasize the importance of controlling the itch to prevent worsening."
0.2538049915838607,0.3221109703627387,0.9120458042330392,amyloidosis,"The post involves a 91-year-old male patient who was admitted to the hospital with complaints of headache, dizziness, palpitations, and chest tightness lasting for 2 days. On physical examination, the vital signs were reported as temperature 36.5°C, pulse 76/min, respiration 19/min, and blood pressure 170/80 mmHg. The patient also has a history of coronary artery disease. Laboratory tests showed ischemic changes and occasional premature beats in the electrocardiogram, insufficient blood supply in the vertebral-basilar arteries, and arteriosclerosis observed in the Doppler ultrasound of the brain and chest X-ray. Moreover, the patient has right kidney stones and severe itching, especially at night, which worsened after the use of aspirin and cholesterol-lowering drugs. Several users seem to agree that the skin condition observed might be typical of amyloidosis of the skin (cutaneous amyloidosis), characterized by severe itching, as discussed in the forum. There are inquiries regarding potential treatment options for this skin condition but no specific treatments have been outlined in the responses."
-0.5758104519852001,0.7512173452464965,0.3226682872322684,amyloidosis,"This image shows a patient with pinpoint purpura and waxy papules around her periorificial areas, including her eyes and nose. The patient is otherwise healthy, but has a history of afib and dementia. A biopsy of the gluteal cleft and chin revealed the presence of these skin lesions, which may indicate an underlying internal disease."
-0.7006572023500256,0.6114331439509897,0.3677349524769762,amyloidosis,"Amyloidosis, multiple papules and nodules on the eyelid."
-0.2981713990842422,0.7693921659609692,0.5649154907825011,amyloidosis,"Electron micrograph showing thin filaments of amyloid in the dermis, measuring 7 to 10 nm in thickness, stained with uranyl acetate and lead citrate."
-0.3655283574111122,0.4698892757854847,0.8034880760970425,amyloidosis,"This image describes papular and macular type of Amyloidosis, a skin disease characterized by the excessive deposition of cytokeratin in the tissues, often seen in the papillary dermis. The cause is unclear but may be related to mechanical friction from rough clothing, excessive itching, or sun exposure. The rarest form is nodular type of Amyloidosis, which is caused by AL type of Amyloid and excessive production of monoclonal antibodies due to gammaglobulinemia."
0.02169798658730873,0.02898305572184285,0.9993443750074753,amyloidosis,"The patient, aged 35, has been experiencing symptoms for over four years, primarily affecting the limbs. The symptoms include mild itching, but specific medications used are not detailed. The users on the forum suggest the patient might have skin manifestations consistent with lichen amyloidosis, with some considering it could be lichenoid dermatitis. Descriptions include dense, non-confluent, millet-sized, semi-spherical white papules on the front of the shins, with a rough surface and occasionally arranged in a beaded pattern. Itching is reported. The suggested treatment includes skin sanding."
-0.15836566177403927,-0.9610664815701978,-0.2264321866986917,amyloidosis,"Nonerythematous, nonscaly, smooth, pale-to-skin-colored, dome-shaped papule measuring 5 mm on the right index finger."
-0.14755850270298002,0.10152048216592874,0.9838292941261975,amyloidosis,"This image shows waxy papules, hyperkeratosis, and warty plaques on the palmar and back of hands, forearm, forehead, and elbow, as well as prominent xanthomas and moniliform blepharosis on the eyelid, indicating an infiltration of skin."
0.40033137176475064,0.1980465278088672,0.8947135662343589,amyloidosis,"The poster is a 40-year-old male police officer who reported a change in the color of his skin, specifically skin darkening on the back and left lower limb. He mentioned there were no apparent triggers for this condition, no discomfort, and no use of any topical medications. He also noted that he had thyroid cyst surgery at a hospital more than a year ago. The discussion among the forum users, including a user named moderator 'Strive to be a Good Doctor', led to a preliminary diagnosis of cutaneous amyloidosis."
0.2073866954495796,0.44266134354685344,0.8723770363093002,amyloidosis,"A 65-year-old male with a history of over 10 years presenting with persistent itching. Diagnosed with cutaneous amyloidosis. The diagnosis of cutaneous amyloidosis was confirmed and extensively recognized by multiple users. Discussants mentioned several treatment options: mechanical removal (grinding treatment), oral Avi A capsules, topical Tazarotene, Dexamethasone occlusion, combined with Chinese herbal fumigation. Treatments pose challenges, and long-term use of Tazarotene is not recommended; instead, switching to other Vitamin A acid-based products like Dovonex might improve symptoms. Oral remedies also include Vitamin E and B-complex vitamins. Despite being expensive, treatments like oral Avi A and Dexamethasone occlusion are currently in use, with outcomes still under observation."
0.022146697284157177,0.2111114276354828,0.9772110769537522,amyloidosis,"The user did not provide specific details about their self-reported demographics, symptoms, or any conditions directly in their post. Multiple replies to the post suggest a consensus on the diagnosis of '皮肤淀粉样变', which translates to 'Cutaneous Amyloidosis'. No additional symptoms, diagnostic findings, or treatments were discussed in the replies."
0.09389514778216722,0.13255733601258407,0.9867179201231788,amyloidosis,Patchy amyloidosis of the skin on the back
-0.00806403068987285,0.4296342553903084,0.902966986109818,amyloidosis,Amyloid lichen planus
-0.22195290487566924,0.4217988434719012,0.8791033179683823,amyloidosis,"Skin lesions with a rippled pattern distribution, sometimes characteristic of amyloidosis."
-0.027022375144465278,0.9125023765205061,0.4081779073957581,amyloidosis,"This image depicts amyloidosis, a condition where amyloid fibers deposit in organs, causing them to become stiff and dysfunctional. The two types of amyloidosis discussed are AL amyloidosis and TTR amyloidosis, which can affect the heart and other organs."
0.251540416366744,0.15395353355348756,0.9555237979456295,amyloidosis,"Acquired hyperpigmentations. Macular amyloidosis– a brownish itchy area, located in the dorsal region, corresponding to the range area of a dextral patient’s hand"
-0.6526756333836711,0.17057379683490612,0.7381863568371798,amyloidosis,Dermoscopy of lichenoid amyloidosis shows a 'hub and spoke' pattern of brown globules. A brownish area in the center with brown globules in the periphery is noted. Few white areas are well appreciated. The background color ranges from grayish-brown to white.
0.2575062892837418,0.5811729037800996,0.7719640968925465,amyloidosis,Primary systemic amyloidosis of the gluteal crease
-0.10258397221420114,0.06050652062938407,0.9928824147934547,amyloidosis,"Clinical and dermoscopic photographs of lichen amyloidosis lesions in patients with atopic dermatitis. Multiple, grouped, pinkish to brownish-colored papules on the back."
-0.0630378723708613,-0.04198455120515655,0.9971276368184048,amyloidosis,"The poster reports developing numerous small, raised bumps on their lower legs that sometimes itch. These bumps do not appear to be pus-filled. The discussion suggests a potential diagnosis of primary cutaneous amyloidosis. There is a concern expressed regarding the treatability of this condition."
-0.016667033501747225,0.301838241937717,0.9532134523275465,amyloidosis,Mottled pigmentation on the back in amyloidosis cutis dyschromica.
-0.029238831941244343,0.3869697547156947,0.9216287211464206,amyloidosis,"The user's post concerns a condition known as '皮肤淀粉样变', translated as 'cutaneous amyloidosis'. The specific detailed symptoms, demographics, or duration were not described in the post. The discussion primarily involves users acknowledging the condition of cutaneous amyloidosis as being typical, indicating that the characteristics of the condition are well-known or easy to identify among the forum users. However, the discussion does not elaborate on further symptoms, potential disease diagnoses beyond 'cutaneous amyloidosis', or discussed treatments."
0.11663778047044254,0.1358574901649902,0.983838589674647,amyloidosis,Lichen amyloidosis.
0.24914685252449756,0.9305214260819665,0.2684319680655034,amyloidosis,"This image depicts primary systemic amyloidosis, a condition associated with multiple myeloma characterized by immunoglobulin-like chains, predominantly lambda chains, and waxy nodules with a purpuric element, commonly found on the ears."
0.048240228893710525,0.11716245532227017,0.9919404414475395,amyloidosis,"The post appears to discuss a case of skin amyloidosis. The poster describes the appearance of the skin resembling a 'washboard'. The focus is on identifying and affirming the diagnosis, which the poster believes might be primary cutaneous amyloidosis. Several users, including 'loveming' and '水中华', have agreed on the diagnosis of cutaneous amyloidosis. It was suggested that a historical account of symptoms should be considered in diagnosing. There were no additional symptoms or treatment methods discussed, other than agreeing upon the diagnosis."
0.34828816698458176,0.19883285597610897,0.9160572297203401,amyloidosis,"The poster is a middle-aged male experiencing rough skin on his limbs with slight itching that has persisted for over ten years. He has sought treatment at local dermatology hospitals without improvement. The discussion suggests a potential diagnosis of Lichen Amyloidosis, mentioned as a treatable yet recurrent condition. There is no concrete treatment plan provided, only mentions of specialty drugs not available in the market, implying the need for specific medical supervision and possibly a custom treatment regimen that might involve prescription drugs not available for public purchase."
0.1930594555171823,0.42524901707568713,0.884246187501858,amyloidosis,"The poster is discussing primary cutaneous amyloidosis, a condition characterized by specific symptoms affecting the skin. Several users identified the condition as typical primary cutaneous amyloidosis. Pain and suffering were explicitly mentioned by the poster. Treatment suggestions included using potent steroids during the day and applying topical thazarotene at night, along with the mention of using traditional Chinese medicine through herbal steaming, which reportedly has good effects. Users also suggested checking blood sugar levels."
-0.2887360005161611,0.5441794580996819,0.7877183756827487,amyloidosis,Cutaneous amyloid deposits presenting as waxy papules and coalescent plaques over the face and lateral nail folds of fingers.
0.32927739547267487,0.20315253856817408,0.9221200805231595,amyloidosis,Lichen amyloidosis of the lower leg
-0.04783488153572529,-0.14407667203141147,0.9884097008249242,amyloidosis,"A 45-year-old male has been experiencing rice-grain-sized papules on his lower legs for over a year. The papules appeared without any apparent cause and have not improved significantly despite various treatments from several clinics and self-administered medications. His past medical history is negative for hepatitis, tuberculosis, or diabetes. Physical examination shows dense, hard, rice-grain-sized papules with central indentations on the anterior aspect of the lower legs. Recent routine checks were normal and he declined a skin pathology test. Discussion on the forum suggests a likely diagnosis of primary cutaneous amyloidosis, specifically lichen amyloidosus, indicated by the typical presentation observed in the clinical picture shared in the post. Other suggested diagnoses include keratosis pilaris and porokeratosis, but cutaneous amyloidosis is the primary suspected diagnosis based on the visual evidence and user discussions."
-0.06373407608290199,0.31136353757833,0.9481512089390419,amyloidosis,"Poster shared an image related to primary cutaneous amyloidosis. The poster was previously diagnosed with dermatitis at other dermatology clinics and treated for about 3 months with minimal effectiveness. Several users suggested the appearance of the symptoms might indicate dermatitis. One user, claiming to be a dermatologist, mentioned that despite the patient's refusal for a biopsy, they recommended treatment for primary cutaneous amyloidosis, which showed considerable effectiveness. The general impression leans towards primary cutaneous amyloidosis as a possible diagnosis with a recommendation for histopathological confirmation."
-0.17653440628883504,0.9522523786331268,0.24910040301814146,amyloidosis,"This image describes various special stains used to identify skin diseases such as Amyloidosis, which presents as bright yellow to greenish staining with Congo Red, and other stains like polarized light, toluidine blue, methyl violet, and crystal violet that show metachromasia."
0.1696124459888024,0.7352893312095263,0.6561868770214344,amyloidosis,This case report describes a patient with systemic amyloidosis.
-0.503488208621003,0.7651629758493848,0.40127950878275265,amyloidosis,Pre and Post treatment photographs of a case of Macular Amyloisdosis
0.00644945145770438,0.7852383105282947,0.6191600764378823,amyloidosis,"""Amyloidosis, disruptions in protein folding lead to the deposition of insoluble amyloid fibrils in organs and tissues, disrupting normal function."""
0.3010580633275545,-0.9368447860167027,-0.17800530727700356,amyloidosis,Asymptomatic nodule over right anterolateral side of tongue.
0.0003051783435950773,0.014724374166502234,0.9998915439544349,amyloidosis,"A 35-year-old female reports scattered, brown, sesame seed-sized papules on the neck, back, both upper arms, and both lower limbs. These papules are slightly itchy and have been present unchanged for 5 years. She seeks diagnosis and treatment options. The majority consensus among forum respondents points to a potential diagnosis of cutaneous amyloidosis. They discussed suggested treatment options, including the application of diluted Huoxiang Zhengqi water by wiping with a towel or through showering for large affected areas."
-0.7070541160906927,0.38379931343056856,-0.5939466002339212,amyloidosis,"This image shows a small, gradually growing lesion on a child's eye, which, if left untreated, can lead to a more severe condition known as amyloidopia. It is important to monitor and document the lesion's progression to determine the appropriate treatment."
-0.39319141621407633,0.9032488741629622,-0.17187780990840656,amyloidosis,"This image shows a case of amyloidosis, a skin disease characterized by a bluish tinge and dilated blood vessels, often involving the eyelid and deeper orbital structures."
0.1214252964318407,0.3603131244115019,0.9248947776710934,amyloidosis,Macular amyloidosis on the extensor aspect of the arm
-0.5033818192161696,0.6115865249917652,0.6103840320086334,amyloidosis,"This image shows amyloid protein clearly visible in some areas, with pigmentation and friction being important factors to consider. Treatment options include glycolic acid and urea cream, as well as dermabrasion and cryotherapy, which can be challenging to treat."
0.019957987266460177,0.011449584239768516,0.999735257838298,amyloidosis,"A 40-year-old male reports having rough, millet-like papules on the shins that are itchy. This condition has been present for 5 years and has recently spread to the thighs, upper limbs, and shoulder areas. The discussion highlights Primary Cutaneous Amyloidosis, characterized by deposits of amyloid proteins in normal skin tissue without affecting other organs. The amyloid material originates from epidermal cells, entering the dermis and converting into amyloid proteins. Lichen amyloidosis is the most common form, typically presenting with normal to yellow-brown colored papules measuring about 1-3mm on the shins. These papules are densely packed, do not meld together, and often feature slight scaling, topped with excessive keratinization and roughness, causing severe itching. No specific treatments were detailed apart from adhering to standard principles."
0.1575748209341448,0.06478014909015392,0.985379981576361,amyloidosis,"The poster reports experiencing itchy skin on the outer side of the left calf for two years, featuring small grain-sized papules which exude a white powder when scratched. Discussion in the forum suggests the condition might be Lichen Amyloidosis, supported by the mention of purple-red coloration after crystal violet staining, which is characteristic of amyloid deposits. Alternative diagnoses such as Psoriasis and Pityriasis Rubra Pilaris were also mentioned but seem less supported."
-0.04123280311610437,0.9790401831258986,0.19944968230607807,amyloidosis,Visible tissue infiltration in systemic AL amyloidosis causing macroglossia and periorbital purpura.
0.03767803432498034,0.5751613369293359,0.8171718315208035,amyloidosis,Complete flattening of the lesions of lichen amyloidosis after 4 months treatment with oral acitretin
