x,y,z,label,caption
-0.24075361142855822,0.9590184350144688,-0.14940327936998501,hereditary,"The patient's cheeks and neck show small, monomorphic papules merging into large, red-purple vascular patches consistent with a diagnosis of keratosis pilaris rubra."
-0.7387507881837782,-0.5627531963495337,0.3708855793317256,hereditary,Plantar keratoderma
0.5008757765568275,0.2152477552352036,0.83832682190468,hair diseases,Clinical presentation. Generalized hypotrichosis.
0.9139339822324154,0.35780230512080885,-0.1915781474256256,exogenous,Multiple atrophic porcelain-white macules with peripheral telangiectasia on a reticulated erythematous to brownish background.
0.06465107580736511,-0.9222924374255288,0.38104710767125294,nail diseases,"Finger nails showing dystrophy, striations, and anonychia"
-0.036786409801138883,0.9988757732978719,-0.02989898948996651,hereditary,Neurofibromatosis and café-au-lait spots were found on the front and back of the whole body and limbs.
-0.23804832207423843,-0.9196308798294238,0.3124292579477782,nail diseases,"The patient is a 6-year-old female experiencing issues with her nails, initially on both thumbs and subsequently spreading to one index finger. The symptoms specifically relate to the nails but no detailed description of the nail changes is provided. There is no indication of any other associated symptoms or the duration of the condition. There is a query from other users about whether the child had previously suffered from Hand, Foot, and Mouth Disease, suggesting a possible link or differential diagnosis but no further information or confirmation is provided regarding this. No other potential diseases or treatments are discussed."
-0.8060025681180958,-0.38722038677045334,0.4476831829054726,inflammatory,The characteristic plantar lesions of scabies in infancy.
-0.47980980670793416,-0.5674191413679861,-0.6691921005183133,inflammatory,Different skin manifestations of systemic vasculitis: Ulcer.
-0.9004578315816807,0.24664144929942422,-0.358250874431169,exogenous,Skin lesion of the patient on lower extremities. Generalized palpable purpuric rash on lower extremities.
0.7953015094991311,0.5363926411313295,0.2824507807186242,inflammatory,Facial erythema (atopic red face) with Hertogh’s sign (loss of lateral eyebrows) and Dennie-Morgan infraorbital folds.
-0.7776594039002585,-0.15913279512194012,-0.6082126314391813,inflammatory,"The poster initially observed a skin lesion in early February, which did not improve with externally applied infection treatment. Lab tests for TP-ab and HSV-ab were negative. On May 7th, a pathology diagnosis from a top-tier hospital in Beijing suggested significant thickening and homogenization of the epidermal basal membrane, with some dermal melanophages. The pathological consideration was lichen sclerosus. The poster mentioned stitching at the time of the biopsy but had not used Eineda. From June 9th, the poster used Eineda cream/Pimecrolimus cream twice daily. As of June 23, they reported slight improvement but no significant effect, and the lesion still occasionally hurt or itched, especially after physical activity. The stitched area also hardened. The poster queried the severity of their condition, duration of treatment needed with Eineda, and expressed significant psychological stress. Other users suggested considering the role of potential foreskin issues, asking whether the poster's foreskin was usually covering the affected area and hinting that foreskin reduction surgery might be needed to facilitate recovery. Another mention was made about the efficacy of herbal medicines over Western medication and inquiring if long-term medication was necessary."
-0.2672268437081688,0.3894985290627397,0.8814083672508061,hereditary,Harlequin ichthyosis at birth.
