x,y,z,label,caption
0.8949416930557911,0.3712427561947732,-0.24750390300628086,amyloidosis,"Hyperpigmented, keratotic papules on shin in lichen amyloidosis."
0.9013728244002938,0.39259337515350695,-0.18274975572682656,amyloidosis,Waxy smooth papules of myeloma-associated primary systemic amyloidosus
0.7269656660249608,0.6544418162329986,0.20791062884455716,amyloidosis,"A 50-year-old male with over 10 years of itching and discomfort in the right lower limb skin. Discussion suggests a diagnosis of skin amyloidosis. Both traditional Chinese medicine and Western medicine reportedly find it challenging to manage this condition, but emphasize the importance of controlling the itch to prevent worsening."
0.5413929877593145,0.6532387219912204,0.5293135223063168,amyloidosis,"The post involves a 91-year-old male patient who was admitted to the hospital with complaints of headache, dizziness, palpitations, and chest tightness lasting for 2 days. On physical examination, the vital signs were reported as temperature 36.5°C, pulse 76/min, respiration 19/min, and blood pressure 170/80 mmHg. The patient also has a history of coronary artery disease. Laboratory tests showed ischemic changes and occasional premature beats in the electrocardiogram, insufficient blood supply in the vertebral-basilar arteries, and arteriosclerosis observed in the Doppler ultrasound of the brain and chest X-ray. Moreover, the patient has right kidney stones and severe itching, especially at night, which worsened after the use of aspirin and cholesterol-lowering drugs. Several users seem to agree that the skin condition observed might be typical of amyloidosis of the skin (cutaneous amyloidosis), characterized by severe itching, as discussed in the forum. There are inquiries regarding potential treatment options for this skin condition but no specific treatments have been outlined in the responses."
0.9388809477970979,0.22642899599319047,-0.2592922591153444,amyloidosis,"This image shows a patient with pinpoint purpura and waxy papules around her periorificial areas, including her eyes and nose. The patient is otherwise healthy, but has a history of afib and dementia. A biopsy of the gluteal cleft and chin revealed the presence of these skin lesions, which may indicate an underlying internal disease."
0.9851086905559372,0.15449821927691249,0.07543983053685772,amyloidosis,"Amyloidosis, multiple papules and nodules on the eyelid."
0.8973003049406595,0.2648708922273132,-0.3531226036437015,amyloidosis,"Electron micrograph showing thin filaments of amyloid in the dermis, measuring 7 to 10 nm in thickness, stained with uranyl acetate and lead citrate."
0.9289254793593631,-0.3289488062062225,-0.1699709877963837,amyloidosis,"This image describes papular and macular type of Amyloidosis, a skin disease characterized by the excessive deposition of cytokeratin in the tissues, often seen in the papillary dermis. The cause is unclear but may be related to mechanical friction from rough clothing, excessive itching, or sun exposure. The rarest form is nodular type of Amyloidosis, which is caused by AL type of Amyloid and excessive production of monoclonal antibodies due to gammaglobulinemia."
0.7961180983509126,0.24726227076646012,0.5523199642721061,amyloidosis,"The patient, aged 35, has been experiencing symptoms for over four years, primarily affecting the limbs. The symptoms include mild itching, but specific medications used are not detailed. The users on the forum suggest the patient might have skin manifestations consistent with lichen amyloidosis, with some considering it could be lichenoid dermatitis. Descriptions include dense, non-confluent, millet-sized, semi-spherical white papules on the front of the shins, with a rough surface and occasionally arranged in a beaded pattern. Itching is reported. The suggested treatment includes skin sanding."
0.2460345754242105,0.9690405229089248,0.020674928203650834,amyloidosis,"Nonerythematous, nonscaly, smooth, pale-to-skin-colored, dome-shaped papule measuring 5 mm on the right index finger."
